patient_id,national_id,first_name,last_name,date_of_birth,gender,phone,address,blood_type,allergies,chronic_diseases,emergency_contact_name,emergency_contact_phone,registration_date,is_active
7915,27408187812957,Ahmed,Gad,1974-08-18,Male,0114338703,"125 Salah Salem Ave., Taba, South Sinai",O+,,Arthritis,Adam Salama,0116431456,2024-09-30 13:16:53,0
7916,26012222193917,Seif,El-Araby,1960-12-22,Male,0118644457,"44689 Misr Sq., Nasr City, Cairo",AB-,Antibiotic allergy,Asthma,Adam El-Alawy,0109892048,2024-07-11 20:28:39,1
7917,30211180917769,Raghad,El-Alawy,2002-11-18,Female,0119796127,"398 Ramses St., Nuweiba, Beni Suef",A-,,Asthma,Rana Wahba,0126276599,2023-11-28 00:03:38,0
7918,26607125749832,Adel,Saber,1966-07-12,Male,0123021612,"03435 El Nasr Lane, Al Qarin, Sharqia",AB+,Aspirin allergy,,Saga Shawky,0101745121,2024-01-15 04:20:23,0
7919,27712258779360,Mona,Helmy,1977-12-25,Female,0150378981,"910 El Zohour Sq., Mohandessin, Beni Suef",B-,Aspirin allergy,,Ehab Mokhtar,0124286750,2024-10-23 18:28:16,1
7920,26501301817156,Sameh,El-Qurashi,1965-01-30,Male,0159776458,"5085 El Mahatta Rd., Moharam Bek, Minya",A+,,Viral hepatitis,Samar Saad,0101636218,2025-09-15 02:07:49,1
7921,27401150461801,Hanan,Kamel,1974-01-15,Female,0100267996,"06728 El Mahatta Ave., Luxor City, Damietta",O+,,Epilepsy,Ramy Helmy,0114246808,2024-11-19 14:02:46,0
7922,26302085246276,Adel,Abdelhamid,1963-02-08,Male,0107117699,"5961 Misr St., Abu Hammad, Luxor",A-,,Arthritis,Samar El-Shennawy,0156717220,2025-06-02 15:23:36,1
7923,25203252735415,Haitham,Mohsen,1952-03-25,Male,0153895966,"79019 El Salam Ave., Faisal District, Suez",O-,Peanut allergy,,Islam El-Qurashi,0111322348,2024-06-11 12:32:02,1
7924,28908183112721,Iman,El-Hashemy,1989-08-18,Female,0129325340,"962 El Orouba Lane, Benha, Qalyubia",B-,Penicillin allergy,,Talia El-Iskandarany,0152325502,2024-09-20 00:31:45,1
7925,28003236237448,Nora,Fahmy,1980-03-23,Female,0104928869,"042 El Tahrir Sq., Kafr El Zayat, Gharbia",A-,Latex allergy,Heart disease,Hala El-Araby,0100460120,2025-01-09 21:51:33,1
7926,26308183146008,Talin,Morsi,1963-08-18,Female,0129535092,"396 El Horreya Sq., Menouf, Monufia",B+,Latex allergy,,Nora Sarhan,0156861876,2025-09-11 01:43:43,0
7927,25110235620056,Samy,Sarhan,1951-10-23,Male,0119219824,"3010 El Zohour Ave., Madinaty, Cairo",O+,,Arthritis,Radwa Morsi,0153989917,2024-02-23 11:12:00,1
7928,28511227412592,Marwan,El-Shennawy,1985-11-22,Male,0105903520,"17234 El Zohour St., Gamasa, Dakahlia",A-,Peanut allergy,Epilepsy,Mostafa Osman,0125558089,2024-03-20 04:46:35,1
7929,30209114347569,Rodina,Zayed,2002-09-11,Female,0156980759,"4172 26th of July Rd., Al Rehab, Cairo",B+,Antibiotic allergy,Asthma,Rahma El-Qahery,0114566785,2024-02-27 21:44:28,1
7930,26110010544289,Samar,Sobhy,1961-10-01,Female,0115764185,"07895 El Zohour Lane, Minya El Qamh, Sharqia",O-,Latex allergy,Diabetes mellitus,Rehab Saad,0152928294,2024-06-24 17:51:06,0
7931,29012143463502,Rana,Bakr,1990-12-14,Female,0115241718,"139 Misr Rd., Moharam Bek, Asyut",A-,,Epilepsy,Hanan Abdelsalam,0159933699,2025-07-11 00:36:00,1
7932,30107087981302,Farida,El-Sakka,2001-07-08,Female,0123458923,"2451 Salah Salem Sq., Al Arab District, Port Said",A+,Dust allergy,Viral hepatitis,Tamer Morsi,0113763242,2024-07-07 10:55:03,1
7933,29004046897563,Shahd,Abdelfattah,1990-04-04,Female,0107845774,"41768 El Galaa Ave., Fayed, Ismailia",B-,,Thyroid disorders,Hagar Salem,0109742372,2025-01-05 08:18:09,1
7934,28207116685781,Mona,El-Masry,1982-07-11,Female,0118851099,"08674 26th of July St., Shubra El Kheima, Qalyubia",A-,,,Dina Zaker,0108985445,2024-01-01 01:25:35,0
7935,27208223121764,Fatma El-Zahraa,Shawky,1972-08-22,Female,0102925494,"386 El Nile Ave., Smouha, Alexandria",AB-,Seafood allergy,Viral hepatitis,Hana Mahmoud,0124763231,2025-02-19 10:36:33,1
7936,28103154369669,Zeinab,El-Hashemy,1981-03-15,Female,0118027574,"876 Salah Salem Rd., Dahab, South Sinai",O+,Penicillin allergy,Asthma,Karim Mohsen,0125276675,2025-07-07 08:42:31,0
7937,25403302563109,Janna,Shalaby,1954-03-30,Female,0126932746,"92149 El Salam Lane, Belbeis, Sharqia",B+,Dust allergy,Heart disease,Soha Abdelsalam,0106300416,2024-11-13 08:41:26,0
7938,30104013863834,Mina,El-Masry,2001-04-01,Male,0114451133,"96464 El Nasr Sq., Smouha, Alexandria",A-,Latex allergy,,Marwan El-Ghazaly,0112711188,2025-07-16 21:17:03,1
7939,26403096805060,Shahd,Salem,1964-03-09,Female,0100164062,"465 26th of July Sq., Al Zohour District, Port Said",A+,Latex allergy,,Adham Nassar,0115035813,2024-09-03 17:05:30,1
7940,27008028570459,Islam,Gad,1970-08-02,Male,0117015356,"215 El Horreya St., Smouha, Kafr El Sheikh",A-,Seafood allergy,,Mohamed El-Aswany,0103275105,2024-12-18 20:35:32,1
7941,26009055425032,Nour El-Din,Afifi,1960-09-05,Male,0150027897,"505 El Mahatta Sq., El Mahalla El Kubra, North Sinai",O-,Pollen allergy,Heart disease,Ayman Afifi,0120756857,2024-06-19 10:10:18,1
7942,24803241453038,Saleh,El-Aswany,1948-03-24,Male,0115477758,"08522 El Galaa St., Belbeis, Sohag",A+,Pollen allergy,Arthritis,Hana El-Iskandarany,0104052048,2025-09-25 10:03:30,1
7943,24607250477894,Youssef,Helmy,1946-07-25,Male,0101670755,"0024 El Horreya Ave., Suez District, Qena",O-,Peanut allergy,,Laith Abdelaziz,0114406542,2024-11-02 01:34:30,1
7944,24904084397384,Soha,Morsi,1949-04-08,Female,0107792373,"0754 El Galaa Ave., El Gouna, Luxor",O+,,Chronic kidney disease,Fatma El-Khouly,0112854804,2024-12-10 05:12:29,0
7945,30203034297531,Medhat,Helmy,2002-03-03,Male,0107802993,"44371 El Nasr Ave., Shubra, Minya",B-,Seafood allergy,Heart disease,Amr Hegazy,0113853493,2024-05-31 17:51:00,1
7946,26808144720125,Fatma,Wahba,1968-08-14,Female,0129348962,"54857 Salah Salem Lane, Faisal, Giza",B-,Peanut allergy,Diabetes mellitus,Samar El-Araby,0116508935,2024-11-01 09:29:48,1
7947,27308177175019,Selim,El-Qahery,1973-08-17,Male,0103934258,"119 El Shohada Sq., Dokki, Giza",AB-,Aspirin allergy,,Rehab Hegazy,0156453937,2024-12-08 17:45:23,0
7948,28306194165333,Hamza,Abo El-Naga,1983-06-19,Male,0117012149,"89986 El Nile Rd., Taba, Faiyum",B+,Latex allergy,,Noha Hassanin,0101005471,2025-07-23 07:36:20,0
7949,27407242120513,Selim,Zaker,1974-07-24,Male,0100186973,"26477 El Nile Lane, Mounib, Giza",O+,Dust allergy,,Sameh Ghamrawy,0150715157,2024-11-29 10:16:30,1
7950,28504157139144,Rasha,Metwally,1985-04-15,Female,0110803513,"1397 El Mostaqbal Lane, Smouha, Damietta",AB-,,Arthritis,Islam Sobhy,0129834857,2025-09-22 20:07:12,1
7951,27909066602167,Safaa,El-Ghazaly,1979-09-06,Female,0152874563,"307 El Nile Rd., Suez District, Suez",O-,Pollen allergy,Asthma,Ali Ghoneim,0123550120,2025-02-08 15:59:05,0
7952,24705158772763,Soha,Abdelfattah,1947-05-15,Female,0155221515,"13809 El Galaa Sq., Montaza, Beni Suef",A-,Seafood allergy,Thyroid disorders,Abdullah Abdelsalam,0155307834,2025-10-15 00:14:12,1
7953,24812257733156,Ali,Zayed,1948-12-25,Male,0105142112,"8660 Airport Ave., Quweisna, Monufia",O+,,,Eyad Ali,0155784208,2025-04-03 01:02:10,1
7954,28808164115734,Malek,Ramadan,1988-08-16,Male,0157471214,"719 Airport St., Tanta, Gharbia",O+,Penicillin allergy,Heart disease,Selim Abdelfattah,0155840178,2024-02-08 14:06:09,0
7955,25204282920881,Zeinab,Salama,1952-04-28,Female,0125478882,"791 El Tahrir Sq., Boulaq El Dakrour, Luxor",AB+,,Chronic kidney disease,Abdullah El-Iskandarany,0157363939,2024-10-14 09:55:49,1
7956,30001310431504,Hanan,Ramadan,2000-01-31,Female,0102828590,"806 El Mahatta Sq., Kom Hamada, Beni Suef",B-,,Arthritis,Yara Nassar,0111857205,2023-12-23 04:36:09,1
7957,27501295942855,Malek,Ghoneim,1975-01-29,Male,0111448985,"94005 El Zohour Sq., Marsa Alam, Sohag",A-,,,Ibrahim El-Masry,0101087201,2024-08-20 00:34:40,0
7958,30510245161995,Yassin,El-Shennawy,2005-10-24,Male,0103283618,"2728 El Tahrir Ave., Miami, Alexandria",B+,Antibiotic allergy,Viral hepatitis,Fatma Mahmoud,0129334167,2024-09-05 19:33:17,1
7959,27701242161174,Ramy,Salama,1977-01-24,Male,0153897616,"18502 El Nasr Ave., Qalyub, Damietta",B-,Aspirin allergy,Hypertension,George Salem,0125011320,2025-09-01 20:19:00,1
7960,25910016422664,Gehad,El-Khouly,1959-10-01,Female,0116436904,"836 El Mahatta Rd., Smouha, Alexandria",AB+,,Arthritis,Ibrahim Salem,0119256166,2024-04-14 11:11:58,1
7961,28308275858750,George,Nassar,1983-08-27,Male,0156409226,"37251 Salah Salem St., Al Sharq District, Qena",AB-,,,Dina Helmy,0111904246,2024-12-20 16:02:01,0
7962,27710237950304,Dina,Zayed,1977-10-23,Female,0114457207,"42410 El Mahatta Sq., Haram, Aswan",AB+,Penicillin allergy,Diabetes mellitus,Laila El-Qurashi,0122253896,2024-11-29 05:13:19,0
7963,26904248222010,Gamal,Abo El-Naga,1969-04-24,Male,0116815065,"1005 El Nile Rd., Zifta, Gharbia",AB-,,Asthma,Hoda El-Sherif,0151372558,2025-11-19 04:20:09,1
7964,29312056870089,Talin,Zayed,1993-12-05,Female,0122916269,"6269 26th of July Ave., Kafr El Zayat, Kafr El Sheikh",O+,,Heart disease,Bilal Zayed,0155674190,2025-03-25 14:42:18,1
7965,24905218737015,Samy,Ghoneim,1949-05-21,Male,0124129172,"58753 Misr Rd., Gamasa, Damietta",B+,Penicillin allergy,Asthma,Basmala Hassanin,0118507755,2024-08-01 08:48:50,1
7966,26409264650703,Gehad,Abo El-Naga,1964-09-26,Female,0105936124,"5010 El Mostaqbal Ave., El Gouna, New Valley",AB+,,,Ayman El-Sherif,0115899397,2025-02-06 21:26:40,1
7967,27907065387498,Gamal,Sobhy,1979-07-06,Male,0152478729,"140 El Shohada St., Mit Ghamr, Minya",O+,,,Ramy Saad,0122865132,2025-07-02 09:24:16,1
7968,25302201271513,Tamer,El-Aswany,1953-02-20,Male,0119791468,"35888 El Horreya St., Senbellawein, Dakahlia",AB+,,Asthma,Abeer Mahmoud,0108745244,2025-03-03 05:00:29,0
7969,29512182019208,Layan,Kamel,1995-12-18,Female,0155534527,"73928 Airport Rd., Mohandessin, Giza",AB+,Antibiotic allergy,Arthritis,Youssef Mahmoud,0129607032,2023-12-18 02:46:48,1
7970,27807218025641,Safaa,Ramadan,1978-07-21,Female,0127103924,"093 El Horreya Ave., Zifta, North Sinai",A-,Aspirin allergy,Diabetes mellitus,George Afifi,0106211346,2025-05-21 13:32:48,1
7971,27712233863983,Hala,Hassanin,1977-12-23,Female,0127178515,"044 El Mostaqbal Lane, Qantara Gharb, Ismailia",B-,,Diabetes mellitus,Rodina Hassanin,0104454045,2024-03-12 07:29:38,0
7972,29104144856369,Soha,Abdelsalam,1991-04-14,Female,0101571283,"20398 El Galaa St., Marsa Alam, Red Sea",A-,,Hypertension,Tamer Shawky,0111233932,2024-06-17 14:50:32,0
7973,30104043868817,Haitham,El-Ansari,2001-04-04,Male,0157527842,"954 El Salam Sq., Safaga, Red Sea",AB+,,Thyroid disorders,Anas Ghamrawy,0113190530,2025-07-12 18:47:22,0
7974,30004075965500,Malak,Ghoneim,2000-04-07,Female,0154858186,"853 El Nile Sq., Dokki, Minya",B-,Antibiotic allergy,,Malek El-Araby,0124987566,2025-08-27 19:17:10,1
7975,27108132060080,Doaa,El-Khouly,1971-08-13,Female,0116284905,"992 26th of July Rd., Rashid, Beheira",A-,,Arthritis,Habiba Sobhy,0156977710,2025-07-01 16:51:17,1
7976,30104193744018,Khaled,Mahmoud,2001-04-19,Male,0107849074,"948 El Shohada Ave., Madinaty, Cairo",O+,,Arthritis,Nour El-Din El-Iskandarany,0151167552,2024-11-20 12:00:49,1
7977,25707281839028,Laila,Mahmoud,1957-07-28,Female,0120422180,"9642 El Geish Rd., Attaka, Suez",A+,,Arthritis,Gamal Shalaby,0107869438,2024-10-24 04:52:42,0
7978,27702166539854,Malek,El-Iskandarany,1977-02-16,Male,0155158652,"5612 El Tahrir Ave., Dahab, South Sinai",AB-,Latex allergy,Epilepsy,Anas Hussein,0127546357,2025-11-22 03:13:56,1
7979,26602247798328,Sidra,Salem,1966-02-24,Female,0103368037,"74895 El Shohada Sq., Talkha, Dakahlia",AB+,Dust allergy,Hypertension,Janna El-Aswany,0100958234,2025-08-22 12:45:29,0
7980,27401257385025,Rasha,El-Hashemy,1974-01-25,Female,0153476819,"9380 Misr St., Qantara Sharq, Ismailia",O-,Penicillin allergy,Asthma,Shenouda Fahmy,0116888257,2025-09-08 04:04:21,1
7981,28112062413455,Tamer,Saad,1981-12-06,Male,0121264628,"671 El Haram Lane, Sadat City, Aswan",O+,,,Shahd Wahba,0102447806,2024-09-10 04:19:38,1
7982,28812092633058,Ibrahim,El-Qurashi,1988-12-09,Male,0159827721,"11384 Airport Sq., Quseir, Red Sea",O+,Pollen allergy,Heart disease,Nora Hassanin,0155765744,2025-06-07 05:52:17,1
7983,27908250674376,Youssef,Ghoneim,1979-08-25,Male,0157046907,"7949 26th of July Rd., Al Qarin, Damietta",A-,Latex allergy,Viral hepatitis,Laila Fahmy,0121441217,2024-04-06 19:08:18,0
7984,27810067610312,Ayman,Abdelsalam,1978-10-06,Male,0102088641,"97829 El Nile Rd., Asafra, Matrouh",B-,Penicillin allergy,Chronic kidney disease,Ramy Abdelsalam,0126391076,2025-07-03 09:52:26,0
7985,26306046317973,Zaid,Abdelfattah,1963-06-04,Male,0158660851,"9877 El Orouba Sq., Smouha, Alexandria",AB+,,Hypertension,Yara Fahmy,0105366918,2024-02-28 01:09:37,0
7986,28701262695440,Rana,El-Araby,1987-01-26,Female,0128169423,"1647 El Horreya Sq., Senbellawein, Luxor",O+,,Arthritis,Reem Morsi,0155132183,2025-11-11 00:04:04,1
7987,25506098493363,Rasha,El-Khouly,1955-06-09,Female,0102854976,"9176 El Gomhouria Sq., Gamasa, Faiyum",A-,,,Hussein El-Aswany,0158765994,2024-09-07 03:05:42,1
7988,30402140559517,Mazen,Shawky,2004-02-14,Male,0111370490,"767 El Gomhouria St., Zifta, Luxor",B-,,Heart disease,Samy Shalaby,0152050950,2025-02-03 12:41:51,1
7989,28904152465101,Nariman,El-Qurashi,1989-04-15,Female,0126950391,"0568 El Nasr Rd., Quseir, Beni Suef",B+,Aspirin allergy,Asthma,Bilal Morsi,0114431867,2024-05-24 07:33:06,0
7990,26202036229848,Aline,Abo El-Naga,1962-02-03,Female,0154523752,"63110 El Salam Sq., Al Zohour District, Port Said",AB-,Dust allergy,Diabetes mellitus,Hala El-Ansari,0105696323,2025-04-20 20:29:46,1
7991,29304037355336,Adham,El-Hashemy,1993-04-03,Male,0117988782,"372 El Shohada Lane, Zagazig, Matrouh",B-,,Asthma,Haitham Afifi,0115563911,2024-10-02 14:00:36,0
7992,27202075810935,Wael,Shawky,1972-02-07,Male,0122625117,"991 El Gomhouria Sq., Manshat El Qanater, Kafr El Sheikh",AB+,Antibiotic allergy,,Ayman Ramadan,0159987751,2025-07-09 09:17:23,0
7993,24901211479580,Heba,Ghamrawy,1949-01-21,Female,0159278137,"4900 Ramses Ave., Quseir, Red Sea",B-,,Hypertension,Heba El-Hashemy,0158178166,2025-01-23 22:46:03,0
7994,25608141649430,Selim,Shehata,1956-08-14,Male,0110583262,"29753 El Mahatta Rd., Manshat El Qanater, Giza",B+,Penicillin allergy,,Ahmed Mohsen,0159036226,2025-07-25 04:06:03,0
7995,28207250705716,Amr,El-Sakka,1982-07-25,Male,0107666026,"51894 El Galaa St., Damanhour, Qena",AB-,,Viral hepatitis,Raed Hegazy,0123854502,2024-12-25 02:13:49,1
7996,26907133019878,Ayman,El-Khouly,1969-07-13,Male,0107543656,"108 El Tahrir Lane, Khanka, North Sinai",O-,,,Sondos Abdelhamid,0127365370,2025-11-22 19:23:51,0
7997,26510046587312,Abdelrahim,El-Khouly,1965-10-04,Male,0105720022,"455 Misr Rd., Saint Catherine, South Sinai",B+,Peanut allergy,,Abdullah Shehata,0102486853,2024-11-23 17:18:46,1
7998,27511235418302,Hanan,Shehata,1975-11-23,Female,0103449256,"3650 El Galaa Lane, Al Rehab, Cairo",AB+,Latex allergy,Viral hepatitis,Ibrahim El-Saeedi,0152250633,2024-12-18 11:04:55,1
7999,26507164996604,Safaa,El-Khouly,1965-07-16,Female,0113547214,"3949 El Tahrir Sq., El Mahalla El Kubra, Gharbia",A-,Pollen allergy,Thyroid disorders,Mohanad El-Ghazaly,0118951774,2025-01-19 14:51:03,0
8000,25801130861672,Shenouda,Sobhy,1958-01-13,Male,0150820731,"354 El Nile Sq., Faisal, Faiyum",AB+,Pollen allergy,Thyroid disorders,Aya Osman,0121168113,2024-03-10 15:38:22,0
8001,25209297941593,Ahmed,Ghamrawy,1952-09-29,Male,0120924382,"2558 Ramses Ave., Asafra, Alexandria",A-,,Epilepsy,Ahmed Helmy,0108031433,2024-01-16 14:21:37,0
8002,27905263689334,Mazen,Gad,1979-05-26,Male,0110274692,"616 El Nile Ave., Al Rehab, Asyut",B+,Seafood allergy,,Laila Shalaby,0124636207,2025-02-25 13:20:11,0
8003,30004272442646,Sarah,Zaker,2000-04-27,Female,0128348676,"47936 El Mostaqbal St., Sheikh Zayed, New Valley",AB+,,,Adel Hussein,0151502532,2025-02-13 08:29:29,1
8004,30006032339364,Reem,Abdelfattah,2000-06-03,Female,0151410152,"933 El Geish Lane, Samannoud, North Sinai",B+,Peanut allergy,,Salma Hegazy,0156712625,2024-12-07 01:40:41,1
8005,27201316922966,Jana,Abdelaziz,1972-01-31,Female,0151826202,"9374 El Gomhouria St., 6th of October, Beni Suef",B+,Penicillin allergy,Heart disease,Aya Afifi,0105886848,2024-06-13 05:08:37,1
8006,30407227906870,Ehab,Zaker,2004-07-22,Male,0116246800,"944 El Salam Ave., Al Zohour District, Kafr El Sheikh",O-,,Thyroid disorders,Samar El-Alawy,0121897763,2024-09-16 18:45:58,0
8007,29306023809767,Nora,Zaker,1993-06-02,Female,0150189887,"90417 El Mostaqbal Rd., Hurghada, Red Sea",A-,Seafood allergy,Chronic kidney disease,Raed El-Khouly,0155372802,2024-01-27 22:42:32,0
8008,27710225405223,Samar,El-Masry,1977-10-22,Female,0123739689,"2713 El Geish St., Fayed, North Sinai",AB-,,,Sameh Hassanin,0101476726,2024-11-17 17:24:14,0
8009,29109140261322,Fatma,Abdelhamid,1991-09-14,Female,0153801649,"27791 El Tahrir Rd., Itay El Barud, Luxor",AB-,Latex allergy,Diabetes mellitus,Yasser Abdelfattah,0124739094,2024-03-30 15:00:48,0
8010,27009100165127,Dina,Shehata,1970-09-10,Female,0100107872,"20777 El Tahrir St., Menouf, Monufia",A+,Penicillin allergy,Viral hepatitis,Mostafa Shawky,0158415336,2025-07-19 14:54:30,0
8011,26305073195282,Lobna,Zayed,1963-05-07,Female,0125034909,"28382 El Gomhouria Rd., Manshat El Qanater, Damietta",AB+,Antibiotic allergy,,Soha Ali,0111846627,2025-01-04 19:19:55,0
8012,27904154509483,Janna,Abdelaziz,1979-04-15,Female,0108391680,"8596 El Gomhouria Ave., Madinaty, Cairo",O-,Latex allergy,Arthritis,Aya El-Qurashi,0154012753,2025-02-19 14:16:22,0
8013,25607222103436,Selim,Saber,1956-07-22,Male,0113563738,"961 El Geish Ave., Zifta, Damietta",O-,Penicillin allergy,,Tarek Hussein,0105162632,2024-06-06 15:37:23,1
8014,25307154657663,Talia,Osman,1953-07-15,Female,0157732665,"827 El Tahrir Rd., Abbassia, Luxor",B+,Aspirin allergy,Epilepsy,Mohamed Sobhy,0124475734,2024-10-05 12:40:00,1
8015,24605147934880,Hana,El-Saeedi,1946-05-14,Female,0106292337,"2228 Ramses Lane, Helwan, Kafr El Sheikh",O-,,,Hala El-Aswany,0104987276,2025-07-26 02:30:41,1
8016,26107312987573,Abdelrahim,El-Araby,1961-07-31,Male,0127416684,"4140 El Gomhouria St., Khanka, Qalyubia",A+,Pollen allergy,,Marwan Mokhtar,0102420308,2024-11-08 04:46:05,0
8017,27504183771135,Abdullah,Amin,1975-04-18,Male,0159732167,"82382 El Horreya Lane, Zifta, Minya",A-,Seafood allergy,Epilepsy,Mohanad Zayed,0111931489,2025-06-24 04:10:41,1
8018,30507054213516,Ehab,Sarhan,2005-07-05,Male,0153724468,"12390 El Shohada Rd., Suez District, Sohag",A-,Pollen allergy,Thyroid disorders,Maryam Ramadan,0156093721,2024-05-29 16:32:10,0
8019,27710068547354,Aws,El-Sherbiny,1977-10-06,Male,0110506526,"57513 Misr Lane, Dahab, South Sinai",B-,Latex allergy,,Ahmed Shalaby,0122592146,2024-03-30 20:28:31,0
8020,30611086789450,Shenouda,Shalaby,2006-11-08,Male,0108856479,"00493 26th of July St., Imbaba, Damietta",B+,Peanut allergy,Asthma,Sameh El-Iskandarany,0102168045,2024-04-14 03:14:07,0
8021,26904046128013,Seif,Salama,1969-04-04,Male,0159012898,"35143 El Geish Ave., Mansoura, Dakahlia",O-,Aspirin allergy,,Bilal Ramadan,0151286992,2025-03-24 12:15:00,1
8022,27103317050451,Mostafa,El-Masry,1971-03-31,Male,0125155330,"9730 El Horreya Rd., Benha, Qalyubia",AB-,Seafood allergy,Epilepsy,Heba Ghoneim,0104061690,2024-03-02 21:48:22,1
8023,29412133884601,Gehad,El-Saeedi,1994-12-13,Female,0112306102,"840 El Haram St., Faisal, Sohag",A-,Seafood allergy,Diabetes mellitus,Adam Hegazy,0118929933,2024-03-27 16:29:21,0
8024,25703072118137,Mina,Mokhtar,1957-03-07,Male,0110423258,"26166 Ramses Rd., Sayeda Zeinab, Cairo",O+,Dust allergy,Diabetes mellitus,Farida Ghoneim,0127653829,2024-02-15 15:05:22,0
8025,30403046423345,Donia,Ali,2004-03-04,Female,0152872248,"42429 El Wahda St., Mansoura, Dakahlia",O-,Penicillin allergy,,Salem Amin,0150676251,2025-02-15 00:19:51,0
8026,25302191800424,Heba,Mahmoud,1953-02-19,Female,0123967503,"464 El Salam Sq., Hurghada, Red Sea",B+,Peanut allergy,,Abdelrahman El-Alawy,0127688948,2025-01-25 07:12:30,0
8027,29409257494591,Amr,El-Aswany,1994-09-25,Male,0106670757,"14066 El Orouba Ave., New Cairo, Asyut",AB+,Aspirin allergy,,George Bakr,0120119641,2025-09-10 21:24:09,1
8028,26611066692011,Seif,Abdelhamid,1966-11-06,Male,0114614802,"03455 El Orouba Sq., 10th of Ramadan, New Valley",B+,Peanut allergy,Hypertension,Hamza Gad,0101931726,2025-06-22 00:01:16,1
8029,29401278157252,Hussein,El-Shennawy,1994-01-27,Male,0120290873,"074 El Gomhouria Rd., Mounib, Matrouh",A+,Aspirin allergy,,Laila Sobhy,0100245126,2024-12-05 17:45:38,0
8030,27512211209886,Hagar,Saad,1975-12-21,Female,0106491649,"175 Ramses Sq., New Cairo, Kafr El Sheikh",AB-,Peanut allergy,Heart disease,Basmala Afifi,0108116812,2024-02-14 17:47:17,1
8031,28701087571761,Shaimaa,El-Ansari,1987-01-08,Female,0155762583,"49161 Salah Salem Rd., Al Arab District, Port Said",AB-,,Diabetes mellitus,Shahd El-Shennawy,0155337654,2024-01-15 02:34:50,0
8032,25808056576556,George,Abdelhamid,1958-08-05,Male,0154018542,"18691 El Geish Rd., Kafr El Dawar, Luxor",AB+,,Diabetes mellitus,Sherif Hassanin,0156147475,2025-10-28 20:45:46,1
8033,26710281459538,Raed,Fahmy,1967-10-28,Male,0155342427,"093 El Shohada Lane, Itay El Barud, Luxor",B-,Pollen allergy,Epilepsy,Donia Metwally,0107659392,2024-03-10 22:01:00,1
8034,27911214593811,Mohamed,El-Qahery,1979-11-21,Male,0108403052,"97682 Misr St., Imbaba, North Sinai",B+,Penicillin allergy,Diabetes mellitus,Sondos Morsi,0127244976,2025-01-01 22:50:58,1
8035,25107063814129,Reem,Gad,1951-07-06,Female,0102139777,"6947 26th of July St., Sohag City, Qena",B+,Latex allergy,Heart disease,Yasmine El-Sherbiny,0150149991,2024-03-03 05:35:57,0
8036,24707115022240,Iman,El-Aswany,1947-07-11,Female,0117956044,"53152 El Horreya Rd., Agouza, New Valley",A+,Seafood allergy,Thyroid disorders,Tamer El-Qurashi,0111101197,2025-10-20 19:20:14,1
8037,27305057668933,Fathy,Saber,1973-05-05,Male,0159403805,"3134 El Wahda Sq., Quseir, Red Sea",B+,Pollen allergy,Diabetes mellitus,Shenouda Osman,0114461301,2025-04-04 15:59:57,0
8038,30001216532447,Nariman,Saad,2000-01-21,Female,0127401704,"2842 Salah Salem Rd., Ismailia City, Ismailia",A+,Latex allergy,Diabetes mellitus,Abdelrahim El-Sakka,0103001892,2025-08-24 03:02:35,1
8039,30702212492943,Janna,El-Saeedi,2007-02-21,Female,0103291156,"157 Misr Ave., Fayed, Ismailia",A-,Seafood allergy,Thyroid disorders,Safaa Morsi,0102067078,2025-05-03 03:43:43,0
8040,26711013364126,Laila,Hassanin,1967-11-01,Female,0107121812,"4142 Ramses Lane, Talkha, Dakahlia",B-,Dust allergy,,Jana Hassanin,0106180823,2024-05-01 19:21:46,1
8041,25101154940153,Zaid,Wahba,1951-01-15,Male,0105003185,"9258 El Wahda St., Belqas, Dakahlia",B-,Penicillin allergy,Arthritis,Janna Mohsen,0158621892,2024-12-22 13:57:19,1
8042,30611067946364,Abeer,Saber,2006-11-06,Female,0129628195,"166 El Galaa St., Belqas, North Sinai",O+,,Asthma,Sidra Salem,0109114179,2025-04-30 06:32:08,0
8043,30312136168736,Ehab,El-Omda,2003-12-13,Male,0109360877,"6929 El Salam Rd., Itay El Barud, Beheira",O+,,,Yassin Fahmy,0103368811,2024-01-13 20:08:31,0
8044,30105076741214,Eyad,Nassar,2001-05-07,Male,0127186348,"1269 El Horreya Sq., Nasr City, Qena",O-,,Chronic kidney disease,Saga Mansour,0158005905,2025-10-15 04:14:17,0
8045,28507111078809,Hagar,Abdelfattah,1985-07-11,Female,0150632601,"470 El Horreya Ave., Marsa Alam, Red Sea",A+,,Chronic kidney disease,Hanan Gad,0115496743,2025-06-19 07:09:28,1
8046,25012276003747,Hagar,El-Sakka,1950-12-27,Female,0122786422,"7411 El Salam Sq., Nasr City, Asyut",O+,Pollen allergy,Asthma,Samar Hassanin,0121216858,2024-10-22 00:15:34,1
8047,27306145917910,Ashraf,El-Sakka,1973-06-14,Male,0106758896,"289 26th of July St., Al Qarin, Minya",B+,,Hypertension,Zeinab El-Ansari,0157350070,2024-01-27 03:01:20,0
8048,28102054493348,Nour,El-Saeedi,1981-02-05,Female,0106104379,"6086 Airport Ave., Mit Ghamr, Matrouh",B+,Dust allergy,,Aws Ghoneim,0129034697,2024-10-01 02:04:33,1
