doctor_id,national_id,first_name,last_name,specialization,license_number,phone,years_of_experience,consultation_fee,is_active,registration_date
664,29203114225499,Mostafa,Mahmoud,Dermatology,MOH-DER-214101,0120950116,9,403.18,1,2022-03-24 07:50:26
665,29902276151212,Abdelaziz,Salem,General Surgery,MOH-GEN-685374,0103478159,1,606.54,1,2022-07-31 12:14:58
666,27006138633975,Fares,Sarhan,Immunology,MOH-IMM-582347,0109330130,17,350.64,1,2024-08-24 09:40:16
667,26403088334212,Fares,Ramadan,Family Medicine,MOH-FAM-739648,0115832853,32,521.22,1,2025-01-25 18:49:40
668,29511050862988,Laila,Shalaby,Pulmonology,MOH-PUL-804381,0111180022,3,538.75,1,2025-01-22 04:59:44
669,29706168460247,Malak,Helmy,Ophthalmology,MOH-OPH-505760,0122672109,4,211.61,0,2025-03-31 04:43:44
670,29909246197901,Safaa,Sarhan,Obesity Management,MOH-OBE-439279,0117082573,0,303.76,0,2023-06-02 14:17:52
671,27808151149534,Hassan,Morsi,Immunology,MOH-IMM-461995,0155912789,6,719.96,0,2022-12-02 21:46:44
672,28404174784741,Yara,Mahmoud,General Surgery,MOH-GEN-341420,0110684936,6,345.22,1,2023-10-31 14:36:38
673,26401282474191,Samy,Shalaby,Internal Medicine,MOH-INT-796251,0123986212,27,658.77,0,2025-07-09 22:15:21
674,27301236574771,Tarek,Saber,Obesity Management,MOH-OBE-341108,0107744519,22,194.77,1,2024-12-05 21:38:22
675,27706236693980,Hoda,Saad,Dermatology,MOH-DER-527283,0102142175,14,170.8,1,2022-06-03 22:51:19
676,26201282932304,Fatma,Mohsen,Pediatrics,MOH-PED-931688,0108407164,18,266.27,1,2024-02-21 10:42:07
677,28601022940192,Haitham,Shalaby,Neurology,MOH-NEU-685238,0153551867,0,680.47,0,2021-12-07 06:52:42
678,28404034801322,Malak,El-Sherif,Cardiology,MOH-CAR-239611,0109085906,8,445.71,0,2022-11-04 14:43:36
679,28503276693277,Khaled,Osman,Endocrinology,MOH-END-962428,0105889878,7,274.18,0,2024-05-29 14:57:17
680,28910151573845,Salma,El-Araby,ENT (Otolaryngology),MOH-ENT-482007,0104021234,4,105.07,1,2022-05-19 00:21:06
681,25810094843882,Farida,Sarhan,Immunology,MOH-IMM-694137,0119337073,17,682.91,0,2021-03-15 01:34:25
682,26910284894724,Reem,Zayed,Ophthalmology,MOH-OPH-984276,0108373603,5,242.36,1,2024-04-24 09:26:39
683,26809280252706,Hagar,Ghoneim,Pediatrics,MOH-PED-776623,0153934967,13,141.38,0,2024-10-04 15:18:27
684,25901066997128,Yasmine,Ghoneim,Endocrinology,MOH-END-497859,0124658951,0,680.32,0,2024-04-25 14:10:17
685,27704155897042,Sarah,Amin,Pediatrics,MOH-PED-692991,0125201044,22,234.59,1,2024-12-12 17:11:32
686,29504051210739,Hussein,El-Alawy,Pediatrics,MOH-PED-286267,0109123813,2,799.64,0,2025-04-11 15:41:33
687,25808223235811,Abdelaziz,El-Aswany,General Surgery,MOH-GEN-423073,0156556147,15,116.89,1,2024-10-25 21:42:19
688,27703095571449,Iman,El-Aswany,ENT (Otolaryngology),MOH-ENT-122426,0106870691,21,627.39,1,2021-02-10 21:26:37
689,27210142702471,Hussein,Shalaby,Urology,MOH-URO-170742,0121106751,1,584.41,0,2021-11-08 02:55:50
690,29011246393231,Ibrahim,Zayed,ENT (Otolaryngology),MOH-ENT-554473,0104479255,9,426.25,0,2023-05-09 18:13:41
691,27011297296979,Islam,Salama,Immunology,MOH-IMM-891529,0120088440,10,206.88,1,2023-02-28 08:12:48
692,26608157786759,Omar,Saad,Pediatrics,MOH-PED-351909,0106143937,19,593.46,0,2025-04-23 19:50:42
693,26911136060056,Abdelrahman,Abdullah,Dermatology,MOH-DER-488120,0111681713,20,405.89,0,2024-03-01 16:19:24
694,29502088509763,Abeer,Nassar,Obesity Management,MOH-OBE-110405,0129178892,3,265.09,1,2025-02-11 02:38:44
695,29509072976404,Hagar,Salama,Pediatrics,MOH-PED-502770,0108845414,0,715.17,0,2025-05-11 18:03:49
696,27607268669093,Tamer,Amin,Pulmonology,MOH-PUL-497986,0106490926,12,570.53,1,2021-05-22 11:53:33
697,27310158057142,Hanan,Saad,Ophthalmology,MOH-OPH-574948,0111230407,27,348.65,1,2022-09-21 12:57:51
698,27410276722743,Noha,Nassar,Clinical Nutrition,MOH-CLI-434444,0112177460,7,177.21,1,2023-02-28 12:16:03
699,28607112459248,Farida,Shalaby,Pediatrics,MOH-PED-947140,0100730784,6,438.41,0,2021-10-26 09:15:43
700,29305106119476,Karim,Wahba,Dentistry,MOH-DEN-143382,0111917065,5,345.64,1,2024-11-04 16:34:00
701,27704016375691,Hassan,Abo El-Naga,Pulmonology,MOH-PUL-796807,0126665466,5,392.98,0,2025-06-04 11:10:09
702,29105023176283,Yara,Metwally,Internal Medicine,MOH-INT-990515,0159094899,4,663.91,0,2022-08-16 15:18:16
703,29804075003689,Habiba,Mokhtar,Family Medicine,MOH-FAM-187880,0119725326,0,518.49,1,2022-12-11 11:14:39
704,26409026026052,Ibrahim,Shalaby,Clinical Nutrition,MOH-CLI-492754,0110853953,19,624.5,0,2024-03-04 04:22:01
705,28408302397125,Fatma,Salama,Cardiology,MOH-CAR-191913,0120567802,3,297.15,0,2023-01-02 04:53:52
706,28210107490362,Lobna,El-Sherbiny,Urology,MOH-URO-829378,0152056766,4,748.25,1,2021-06-14 20:16:42
707,29903308629028,Samar,Abdelhamid,Family Medicine,MOH-FAM-850243,0102290360,2,421.27,1,2025-08-05 07:17:13
708,28407305977321,Aya,Amin,Urology,MOH-URO-341593,0106810262,7,148.81,1,2023-07-26 07:59:28
709,29802253031536,Ibrahim,Saad,Internal Medicine,MOH-INT-651170,0103310328,0,467.13,1,2025-01-21 23:36:02
710,26204177538924,Maryam,Saber,Emergency Medicine,MOH-EME-501759,0102295689,29,289.8,0,2023-04-25 00:08:28
711,29404216198725,Naglaa,Kamel,Cardiology,MOH-CAR-685783,0125299330,0,621.7,1,2021-03-26 19:59:21
712,27111243900373,Hussein,Shalaby,Dermatology,MOH-DER-727554,0111409944,4,209.49,0,2023-03-04 08:54:50
713,28701273332197,Sherif,El-Araby,Emergency Medicine,MOH-EME-317790,0127555945,6,107.58,0,2022-02-13 20:17:39
714,28104305537203,Yasmine,Farag,ENT (Otolaryngology),MOH-ENT-114831,0128465163,15,415.16,1,2023-11-11 05:31:55
715,26801304721551,Ahmed,Metwally,Orthopedics,MOH-ORT-114903,0125503534,33,517.99,1,2022-03-22 00:19:51
716,27011180206844,Noha,El-Omda,Psychiatry,MOH-PSY-735365,0119761981,23,251.64,1,2021-07-12 12:04:17
717,26506132742236,Ali,El-Shennawy,Dermatology,MOH-DER-769749,0123849833,33,389.98,0,2022-06-01 21:31:52
718,27110208776243,Hanan,Saad,Orthopedics,MOH-ORT-973211,0125592602,14,223.8,1,2023-11-22 08:53:18
719,28604090889778,Ali,Saber,Pediatrics,MOH-PED-116525,0152527868,11,491.58,0,2023-10-30 11:39:24
720,28312092669134,Ibrahim,Farag,Psychiatry,MOH-PSY-935131,0106790508,14,191.93,0,2023-09-05 06:38:53
721,30008256113290,Khaled,Salem,ENT (Otolaryngology),MOH-ENT-577295,0104700842,0,243.4,1,2022-06-12 04:07:14
722,29508258267777,Sherif,Abdelaziz,Emergency Medicine,MOH-EME-918595,0110638844,2,144.92,1,2022-03-25 20:44:56
723,25903177041889,Heba,Bakr,Internal Medicine,MOH-INT-292997,0118716450,13,686.27,0,2021-06-10 02:54:28
724,26703212401240,Fatma,Gad,Endocrinology,MOH-END-424791,0105035379,17,504.71,0,2025-04-27 18:57:58
725,27308134682985,Rehab,El-Iskandarany,Orthopedics,MOH-ORT-815410,0107188956,15,268.8,0,2023-02-20 09:50:28
726,29310033392538,Ahmed,Ali,Pulmonology,MOH-PUL-502294,0110748284,6,211.03,0,2022-04-06 00:53:12
727,26910303795976,Abdelrahman,Salem,Pediatrics,MOH-PED-626116,0109575289,15,599.69,1,2021-01-17 01:38:11
728,29906044137796,Sameh,Abdelhamid,Immunology,MOH-IMM-234216,0117234054,0,451.63,1,2024-03-17 18:18:04
729,29109110734749,Iman,Ramadan,General Surgery,MOH-GEN-448751,0108070839,0,786.43,0,2024-05-01 23:42:56
730,29909167842648,Ghada,Abo El-Naga,Clinical Nutrition,MOH-CLI-390307,0150333638,0,633.65,1,2022-09-04 16:34:01
731,28311172511930,Khaled,Bakr,Pediatrics,MOH-PED-234886,0108964218,13,715.89,1,2024-07-18 05:11:18
732,27107081487990,Tamer,Zayed,Ophthalmology,MOH-OPH-307427,0114302232,20,609.89,1,2025-07-03 12:22:26
733,27711097018125,Nour,Saad,Ophthalmology,MOH-OPH-485664,0102697983,8,352.49,1,2020-11-29 15:22:39
734,28012201142455,Sherif,Zayed,Oncology,MOH-ONC-849364,0107656646,13,110.74,0,2022-03-05 15:08:33
735,27405065222701,Maryam,Mohsen,Internal Medicine,MOH-INT-210200,0117205114,27,377.33,0,2022-02-22 10:58:37
736,26010220772193,Haitham,Salem,Psychiatry,MOH-PSY-319862,0112910498,38,383.89,0,2025-07-24 10:18:12
737,27910062903831,Mostafa,Helmy,Clinical Nutrition,MOH-CLI-152054,0114860908,5,688.26,1,2022-02-13 02:49:32
738,28212234393569,Malak,El-Khouly,Orthopedics,MOH-ORT-560400,0150392720,17,570.15,1,2023-08-03 10:37:10
739,28504010945861,Heba,El-Iskandarany,Dermatology,MOH-DER-788727,0128936466,9,794.29,1,2022-01-11 10:50:43
740,28701027585790,Ali,El-Saeedi,ENT (Otolaryngology),MOH-ENT-462516,0152705460,6,597.63,1,2021-10-24 03:00:39
741,26909303249223,Heba,Metwally,Emergency Medicine,MOH-EME-535028,0117959273,4,107.7,0,2023-06-27 04:11:27
742,28209055246311,Fares,Mahmoud,Clinical Nutrition,MOH-CLI-165827,0104902465,6,732.42,1,2025-02-23 19:24:14
743,29504204228702,Rahma,Kamel,Clinical Nutrition,MOH-CLI-709646,0109255621,3,364.31,1,2025-07-16 01:42:16
744,25611040715268,Rehab,Fahmy,General Surgery,MOH-GEN-369377,0111456839,22,129.87,1,2022-04-13 16:16:57
745,26507206209614,Ali,El-Masry,Cardiology,MOH-CAR-391921,0121452877,31,136.66,1,2024-10-23 18:38:58
746,27804154022144,Hanan,El-Sherif,Obesity Management,MOH-OBE-638924,0117938357,9,670.42,0,2024-11-22 19:33:18
747,28503267277454,Ashraf,Morsi,Ophthalmology,MOH-OPH-179832,0116785475,8,776.9,1,2022-02-24 21:05:35
748,26412176532114,Ali,Helmy,Dentistry,MOH-DEN-855425,0122344823,16,168.59,0,2024-12-09 20:02:36
749,27302017780390,Ramy,El-Iskandarany,Obstetrics and Gynecology,MOH-OBS-144855,0157987295,9,578.84,1,2021-07-08 16:27:27
750,28805231461255,Mahmoud,Fahmy,Dentistry,MOH-DEN-987090,0119696780,3,409.84,1,2024-12-27 02:38:08
751,26008200676744,Hoda,Saber,Oncology,MOH-ONC-822426,0119588861,26,154.88,1,2022-06-05 23:02:29
752,27112147210198,Omar,El-Sherbiny,Internal Medicine,MOH-INT-766636,0153928960,2,139.42,1,2024-01-12 17:11:54
753,28501214868594,Saeed,Sobhy,Endocrinology,MOH-END-217625,0100376378,0,538.09,0,2023-07-17 11:07:47
754,29102135604365,Habiba,Hegazy,Pediatrics,MOH-PED-324523,0104410380,7,209.11,1,2021-06-23 02:48:18
755,27812273679813,Youssef,Mansour,Oncology,MOH-ONC-640354,0153401714,12,556.33,1,2024-04-22 13:29:16
756,25708290569020,Maryam,Farag,Urology,MOH-URO-131376,0127132860,11,139.35,0,2022-08-10 23:53:11
757,26802188096589,Laila,Mansour,ENT (Otolaryngology),MOH-ENT-982365,0128257220,5,347.65,0,2025-02-03 23:34:25
758,28102065528512,Ahmed,El-Aswany,Obstetrics and Gynecology,MOH-OBS-797545,0112050476,13,704.25,1,2025-07-24 01:42:52
759,28501056079016,Mohamed,Sarhan,Psychiatry,MOH-PSY-213996,0129858917,15,665.29,0,2022-08-16 09:13:36
760,27201073934973,Hamza,Farag,ENT (Otolaryngology),MOH-ENT-352352,0129631189,11,714.52,0,2024-10-24 13:22:14
761,28412240611180,Mona,Ali,Family Medicine,MOH-FAM-670026,0127343609,14,698.31,1,2024-05-24 01:00:50
762,28303132344968,Hala,Ghoneim,Emergency Medicine,MOH-EME-331503,0116972786,11,340.25,1,2023-09-02 18:31:55
763,29610304063268,Habiba,El-Qurashi,Endocrinology,MOH-END-904200,0104068500,0,133.39,1,2022-11-08 11:10:16
764,26812042810175,Fares,Morsi,ENT (Otolaryngology),MOH-ENT-748688,0128474006,0,684.7,1,2021-07-12 07:06:30
765,29504251988969,Farida,Gad,Cardiology,MOH-CAR-324790,0111103355,3,783.01,1,2022-10-25 02:32:14
766,27105131673277,Hussein,Ali,Emergency Medicine,MOH-EME-272167,0120169483,27,730.7,1,2024-03-27 22:56:56
767,28207074675632,Tamer,Abdelaziz,Cardiology,MOH-CAR-594779,0114393251,0,559.29,1,2025-08-29 15:05:50
768,28911161661116,Amr,El-Araby,Family Medicine,MOH-FAM-665445,0156782036,6,481.71,0,2024-09-27 04:00:45
769,27701162078247,Maryam,Bakr,Ophthalmology,MOH-OPH-980382,0127991900,1,469.62,1,2021-06-02 01:22:21
770,27808198304490,Karim,Helmy,Immunology,MOH-IMM-430506,0156447062,8,485.12,1,2021-04-23 19:38:43
771,26112305757572,Khaled,El-Iskandarany,Cardiology,MOH-CAR-539100,0105410063,35,120.33,0,2023-03-29 03:19:34
772,27209123429119,Ramy,Mokhtar,Orthopedics,MOH-ORT-890678,0112835309,1,680.86,0,2025-01-24 17:44:17
773,29101128364126,Habiba,Helmy,Emergency Medicine,MOH-EME-556434,0120592404,7,781.23,0,2023-02-12 12:02:23
774,28009034304743,Laila,El-Araby,Psychiatry,MOH-PSY-488261,0104660749,4,473.11,0,2023-05-09 22:39:43
775,27807067937769,Hala,El-Omda,Neurology,MOH-NEU-251882,0124273393,3,146.83,1,2022-12-31 16:29:06
776,28901078099739,Mohamed,El-Khouly,Dermatology,MOH-DER-994453,0112334040,9,642.57,1,2023-07-08 14:43:44
777,28304095879963,Naglaa,Gad,Pulmonology,MOH-PUL-648925,0123198554,6,575.1,1,2022-02-16 02:02:40
778,29004306544727,Aya,Helmy,Endocrinology,MOH-END-906789,0118916554,4,752.74,0,2023-08-22 08:18:13
779,26612174150697,Ahmed,Abdelhamid,Pediatrics,MOH-PED-678576,0103215443,25,500.44,1,2025-11-07 01:45:05
780,27804136096968,Iman,Saber,Obstetrics and Gynecology,MOH-OBS-365237,0116410287,3,544.03,1,2022-03-11 14:37:00
781,25710042879919,Ibrahim,Kamel,Oncology,MOH-ONC-758484,0113638810,9,213.62,1,2024-08-23 09:06:10
782,29408230839117,Omar,Shalaby,Dermatology,MOH-DER-801277,0158152910,1,544.79,0,2025-10-10 14:52:48
783,26211165264639,Ibrahim,Saad,Urology,MOH-URO-402649,0159718385,38,726.71,0,2025-01-24 07:04:21
784,30003191182868,Abeer,Afifi,Ophthalmology,MOH-OPH-765297,0159938970,0,366.56,0,2022-11-03 13:19:03
785,26212311472340,Ghada,Shawky,Obesity Management,MOH-OBE-716702,0118891884,4,337.97,1,2021-11-24 14:13:44
786,28805083118308,Lobna,Kamel,Urology,MOH-URO-633154,0103187241,0,667.88,0,2022-11-14 15:00:13
787,27403258279014,Ali,Metwally,Neurology,MOH-NEU-365111,0126461201,6,390.42,0,2023-09-24 19:54:29
788,30002290585199,Marwan,Shawky,Cardiology,MOH-CAR-276197,0119473042,0,376.41,1,2023-06-24 18:33:42
789,28006161700543,Yara,Hussein,ENT (Otolaryngology),MOH-ENT-542356,0112247001,13,204.99,1,2021-04-20 06:37:12
790,26211011360802,Yara,El-Omda,Cardiology,MOH-CAR-190212,0115170646,34,254.93,0,2025-11-17 22:40:20
791,28811113355249,Farida,El-Qurashi,Dentistry,MOH-DEN-413607,0120189357,12,396.9,1,2024-06-03 14:39:55
792,29002262368394,Amr,Gad,Obesity Management,MOH-OBE-114565,0102082521,10,340.58,1,2021-07-12 04:42:55
793,27709084255249,Yara,El-Omda,Clinical Nutrition,MOH-CLI-384396,0105889702,9,446.33,1,2024-12-25 03:19:46
794,27505083729185,Dina,El-Khouly,ENT (Otolaryngology),MOH-ENT-239961,0116714643,19,701.71,1,2024-07-01 04:11:31
795,30004027878892,Sameh,El-Shennawy,Family Medicine,MOH-FAM-200479,0114386070,1,776.36,0,2025-02-13 20:35:38
796,27712231445323,Yasmine,Sobhy,Immunology,MOH-IMM-920901,0104921000,7,418.08,0,2024-02-21 00:08:56
797,29706115062625,Yara,Farag,Emergency Medicine,MOH-EME-280626,0152913209,0,755.84,1,2023-10-04 06:23:34
798,28702234277604,Lobna,Mahmoud,Cardiology,MOH-CAR-264141,0108228590,0,388.6,1,2022-07-01 13:21:40
799,27610174587887,Rahma,Farag,Obstetrics and Gynecology,MOH-OBS-594653,0118634694,13,427.24,1,2023-09-22 00:10:09
800,27310126266281,Lobna,Osman,Pulmonology,MOH-PUL-364674,0109166601,8,577.37,0,2024-04-10 12:07:33
801,26711030218290,Karim,Ghoneim,Obstetrics and Gynecology,MOH-OBS-194987,0156332887,23,637.95,0,2020-12-19 05:02:47
802,28011074552493,Youssef,Fahmy,Immunology,MOH-IMM-123047,0119425224,10,138.87,1,2025-01-17 00:26:28
803,27206237820545,Hanan,El-Araby,Obstetrics and Gynecology,MOH-OBS-736222,0124883616,16,478.77,0,2025-01-16 12:50:17
804,26505071588660,Samar,Shehata,Neurology,MOH-NEU-583739,0123936838,28,296.65,0,2023-06-13 02:21:55
805,27011116073317,Sherif,Shawky,Clinical Nutrition,MOH-CLI-653669,0115734071,31,549.64,0,2024-02-23 02:15:29
806,26704274070934,Abdelaziz,Hegazy,Ophthalmology,MOH-OPH-124884,0129638944,0,798.94,1,2024-10-23 10:32:49
807,25709278010973,Ali,Abo El-Naga,General Surgery,MOH-GEN-759658,0153651758,22,203.37,1,2024-08-23 12:54:21
808,30011102773314,Youssef,Shehata,Pediatrics,MOH-PED-219170,0107573406,1,296.47,1,2023-02-19 21:51:48
809,27710176191187,Hanan,El-Omda,Immunology,MOH-IMM-380297,0152446621,7,267.7,0,2023-06-10 06:02:37
810,26305040265375,Saeed,Osman,Clinical Nutrition,MOH-CLI-343164,0158752380,38,317.69,1,2024-06-10 17:42:44
811,29612128255106,Safaa,Wahba,General Surgery,MOH-GEN-597221,0151793565,0,375.27,0,2021-01-11 00:56:45
812,26304043509910,Youssef,Afifi,Pulmonology,MOH-PUL-298605,0150036448,29,786.01,1,2021-04-03 21:02:27
813,28806133136979,Omar,Afifi,Obesity Management,MOH-OBE-919534,0128118711,11,264.5,1,2024-08-13 02:40:00
814,26007238785954,Sherif,Wahba,Neurology,MOH-NEU-405149,0123621331,8,637.33,0,2022-08-05 03:19:53
815,28212182036148,Noha,Ghoneim,Obstetrics and Gynecology,MOH-OBS-980315,0152661605,13,738.03,0,2022-11-09 19:52:12
816,25701192704352,Bilal,Bakr,ENT (Otolaryngology),MOH-ENT-237972,0112789451,41,317.73,1,2021-04-08 23:44:46
817,29707260193967,Abeer,Fahmy,Cardiology,MOH-CAR-319806,0114508420,3,125.95,0,2024-11-28 03:52:06
818,27208177326067,Salma,El-Qahery,Orthopedics,MOH-ORT-962964,0129797673,8,220.97,1,2022-01-24 02:04:12
819,27605213055530,Ali,El-Sherbiny,Pulmonology,MOH-PUL-644020,0113062354,14,723.22,1,2025-10-20 17:34:00
820,28401012397207,Habiba,Amin,Dentistry,MOH-DEN-388561,0105038595,5,665.41,0,2024-03-05 01:06:57
821,26311035004769,Fatma,Amin,Internal Medicine,MOH-INT-916191,0113478339,3,306.63,1,2021-07-10 07:58:15
822,28208174882055,Omar,Sarhan,Neurology,MOH-NEU-604889,0100218253,17,789.27,1,2022-06-04 18:43:16
823,27412227814379,Marwan,Abdelfattah,Immunology,MOH-IMM-444259,0109323282,26,358.06,1,2021-01-13 04:11:43
824,26811168073815,Marwan,Hegazy,Emergency Medicine,MOH-EME-697892,0126961688,32,675.0,0,2023-10-24 12:52:34
825,27504010386454,Ali,El-Aswany,Ophthalmology,MOH-OPH-247038,0118231210,19,185.7,1,2024-04-26 10:07:59
826,26702183626352,Yasser,Sarhan,Pulmonology,MOH-PUL-117942,0116279062,14,511.58,1,2022-09-27 14:35:38
827,26309014511077,Fares,Wahba,Ophthalmology,MOH-OPH-327324,0154504794,34,681.28,1,2023-06-25 18:38:23
828,27610170372952,Ehab,Sarhan,Psychiatry,MOH-PSY-454969,0122598997,24,302.69,0,2023-04-22 08:50:46
829,28407210914167,Yasmine,El-Masry,Oncology,MOH-ONC-188734,0103508202,5,135.05,1,2024-10-05 09:26:46
830,26210302931320,Farida,El-Sherif,Endocrinology,MOH-END-199788,0151696664,24,799.8,0,2025-09-17 21:21:16
831,25709278247675,Khaled,Morsi,Dentistry,MOH-DEN-639013,0116981430,8,458.92,1,2025-07-08 04:18:35
832,28112230300342,Aya,Shehata,Psychiatry,MOH-PSY-738796,0118734715,13,338.67,1,2023-10-25 18:53:49
833,29010281378720,Shaimaa,Wahba,Internal Medicine,MOH-INT-893913,0106147527,4,713.3,1,2025-04-15 13:42:15
834,27907126871395,Omar,Shawky,ENT (Otolaryngology),MOH-ENT-515719,0100194124,9,694.6,0,2022-10-15 03:17:54
835,25607307120433,Abdelaziz,El-Aswany,Oncology,MOH-ONC-520380,0153298380,20,780.08,1,2024-06-18 22:46:12
836,25603192264432,Amr,Abdelfattah,General Surgery,MOH-GEN-208369,0109255816,7,733.43,1,2024-05-03 14:26:16
837,26906111997682,Noha,Farag,Oncology,MOH-ONC-839863,0105708032,14,420.62,1,2022-12-29 09:26:53
838,27212083563490,Abdelaziz,Saad,Obesity Management,MOH-OBE-577917,0126993761,27,673.57,1,2022-04-19 19:32:49
839,25705122579133,Hussein,El-Sherif,Psychiatry,MOH-PSY-935240,0158442742,36,318.67,0,2025-03-31 17:46:26
840,28907132349166,Hanan,El-Shennawy,Dermatology,MOH-DER-839617,0115630522,4,704.45,0,2024-12-07 23:49:13
841,28810041029489,Maryam,El-Omda,Clinical Nutrition,MOH-CLI-630143,0112591739,6,349.93,1,2025-01-16 01:17:51
842,28511264182007,Malak,Abdullah,Obesity Management,MOH-OBE-361497,0126259530,6,258.91,1,2024-05-02 12:55:37
843,28006274789798,Mohamed,Zayed,Pediatrics,MOH-PED-655272,0124287133,12,462.76,1,2024-05-18 06:38:32
844,28809088298500,Abeer,Salama,Oncology,MOH-ONC-910037,0105311054,10,301.67,0,2024-12-10 04:58:38
845,25801165849847,Rehab,Abdelaziz,Pediatrics,MOH-PED-725856,0121720629,27,184.13,0,2023-12-24 10:47:24
846,29611262892634,Ibrahim,El-Masry,Obesity Management,MOH-OBE-405204,0127674249,3,732.42,1,2024-05-22 04:06:51
847,26302175783067,Nour,Abdullah,Emergency Medicine,MOH-EME-177585,0126319117,28,187.9,0,2025-07-29 02:01:43
848,26610024549904,Yasmine,El-Khouly,Family Medicine,MOH-FAM-967489,0116195645,17,315.5,1,2024-03-30 08:30:09
849,30002195616605,Habiba,Osman,General Surgery,MOH-GEN-393511,0109159900,1,442.1,1,2025-04-26 01:08:22
850,28603307158991,Abdullah,Sobhy,Dentistry,MOH-DEN-412151,0154010004,8,180.75,1,2022-03-16 01:27:23
851,25712047381098,Adel,Hegazy,Family Medicine,MOH-FAM-812688,0122517348,2,388.38,1,2024-01-23 00:14:12
852,28610035541107,Mona,Helmy,Obesity Management,MOH-OBE-746479,0112168048,9,619.4,0,2021-04-14 16:54:36
853,25905201556894,Amr,Shalaby,Psychiatry,MOH-PSY-512351,0103996033,22,324.36,0,2023-01-02 10:37:20
854,26312293442717,Yasser,Osman,Internal Medicine,MOH-INT-736216,0117786592,13,603.52,1,2021-02-04 05:52:45
855,25612235470350,Abdelrahman,Zayed,Endocrinology,MOH-END-777300,0118586099,32,144.72,0,2023-07-17 13:29:49
856,29703052071797,Ahmed,Sobhy,Emergency Medicine,MOH-EME-297311,0111007133,4,272.45,0,2024-06-12 04:57:21
857,29608185119096,Mostafa,El-Shennawy,Dermatology,MOH-DER-854555,0106888343,5,483.03,1,2024-11-03 01:10:46
858,29701062284415,Gamal,El-Khouly,Oncology,MOH-ONC-360230,0156637822,2,675.78,1,2025-02-20 18:29:44
859,27107124110571,Saeed,Metwally,Family Medicine,MOH-FAM-251773,0122043375,14,178.35,0,2025-10-16 08:04:25
860,25809263606156,Fares,Salem,Family Medicine,MOH-FAM-512547,0154027720,39,140.41,0,2021-08-02 04:53:13
861,25702092499401,Rehab,Shawky,ENT (Otolaryngology),MOH-ENT-171905,0117961577,10,215.29,1,2025-01-13 01:23:56
862,29201045591219,Samy,Nassar,Dermatology,MOH-DER-411925,0120789286,6,538.48,1,2021-07-05 10:16:42
863,25807070947102,Heba,Mokhtar,Family Medicine,MOH-FAM-994217,0123928973,43,350.04,1,2021-10-06 03:46:16
864,29301164574312,Fares,Fahmy,ENT (Otolaryngology),MOH-ENT-373354,0106508913,3,593.63,0,2025-04-27 21:49:42
865,28709150381143,Rasha,Hegazy,Ophthalmology,MOH-OPH-420372,0153136581,5,724.16,0,2024-06-08 11:07:05
866,27108053882888,Shaimaa,Amin,Pediatrics,MOH-PED-308321,0129988073,5,105.98,0,2021-01-16 08:45:14
867,28401130533735,Abdelrahman,El-Shennawy,Psychiatry,MOH-PSY-192254,0114977689,12,369.85,0,2024-02-03 03:16:51
868,26201165590403,Naglaa,Hussein,Obstetrics and Gynecology,MOH-OBS-204916,0123274463,14,587.93,1,2022-08-29 12:42:00
869,28909254573001,Maryam,Nassar,Orthopedics,MOH-ORT-860640,0153055065,10,570.79,0,2025-09-29 08:33:32
870,28711147016601,Hoda,El-Omda,Endocrinology,MOH-END-981882,0128247605,4,663.13,1,2021-06-16 15:56:34
871,25812085420881,Fatma,Wahba,Urology,MOH-URO-308415,0119143453,36,749.48,1,2024-12-02 11:23:30
872,29806251795565,Iman,Ghoneim,General Surgery,MOH-GEN-801261,0123891718,2,547.94,1,2020-12-23 08:42:05
873,29206165247982,Ghada,Saad,Orthopedics,MOH-ORT-796814,0101888908,6,425.74,0,2022-01-13 11:41:37
874,25806121398393,Ahmed,El-Shennawy,Pediatrics,MOH-PED-653175,0124555079,41,115.75,1,2021-03-11 02:37:40
875,26109285345676,Mohamed,Hussein,Dentistry,MOH-DEN-572867,0121702510,16,754.2,0,2022-01-20 19:58:53
876,28104041844335,Ahmed,Mansour,ENT (Otolaryngology),MOH-ENT-931739,0103263607,11,560.5,0,2022-09-27 14:10:13
877,29602270141565,Malak,El-Saeedi,Obesity Management,MOH-OBE-709542,0122189035,5,756.56,1,2023-02-03 08:08:54
878,26109161274368,Farida,El-Qurashi,General Surgery,MOH-GEN-752703,0152737360,19,340.45,1,2021-05-15 23:35:41
879,27107284351732,Mohamed,Saber,General Surgery,MOH-GEN-540447,0105832468,16,277.87,0,2021-07-09 02:59:49
880,26910257031416,Sameh,Abdelaziz,Dermatology,MOH-DER-152015,0126664089,4,172.47,1,2024-09-03 08:28:09
881,26212113960333,Marwan,El-Sherbiny,Internal Medicine,MOH-INT-408325,0128424916,18,464.95,1,2022-09-21 11:49:14
882,29909020690396,Ashraf,Zayed,Orthopedics,MOH-ORT-497897,0112157460,2,574.39,0,2022-11-24 18:19:01
883,26704297749221,Rehab,Farag,Obstetrics and Gynecology,MOH-OBS-410165,0114765692,30,595.07,0,2022-05-17 04:31:25
884,26701206885856,Sherif,Abdelhamid,Psychiatry,MOH-PSY-624421,0105938119,13,371.35,0,2021-05-24 03:14:23
885,27606031892738,Tamer,El-Omda,Dermatology,MOH-DER-534576,0127594822,24,298.3,0,2023-01-14 08:53:31
